Substance,Author,Year,OutputID,Study,TestType,Species,Route,DurationDays,Endpoint,qualifier,value,unit,Effect,Toxicity
"1,2,3,4,6,7,8-HpCDD",EFSA CONTAM,2011,83,Human health,not reported,Unspecified,Not reported,,TEF,=,0.01,dimensionless,not reported,not reported
"1,2,3,4,6,7,8-HpCDF",EFSA CONTAM,2011,83,Human health,not reported,Unspecified,Not reported,,TEF,=,0.01,dimensionless,not reported,not reported
"1,2,3,4,7,8,9-HpCDF",EFSA CONTAM,2011,83,Human health,not reported,Unspecified,Not reported,,TEF,=,0.01,dimensionless,not reported,not reported
"1,2,3,4,7,8-HxCDD",EFSA CONTAM,2011,83,Human health,not reported,Unspecified,Not reported,,TEF,=,0.1,dimensionless,not reported,not reported
"1,2,3,4,7,8-HxCDF",EFSA CONTAM,2011,83,Human health,not reported,Unspecified,Not reported,,TEF,=,0.1,dimensionless,not reported,not reported
"1,2,3,6,7,8-HxCDD",EFSA CONTAM,2011,83,Human health,not reported,Unspecified,Not reported,,TEF,=,0.1,dimensionless,not reported,not reported
"1,2,3,6,7,8-HxCDF",EFSA CONTAM,2011,83,Human health,not reported,Unspecified,Not reported,,TEF,=,0.1,dimensionless,not reported,not reported
"1,2,3,7,8,9-HxCDD",EFSA CONTAM,2011,83,Human health,not reported,Unspecified,Not reported,,TEF,=,0.1,dimensionless,not reported,not reported
"1,2,3,7,8,9-HxCDF",EFSA CONTAM,2011,83,Human health,not reported,Unspecified,Not reported,,TEF,=,0.1,dimensionless,not reported,not reported
"1,2,3,7,8-PeCDD",EFSA CONTAM,2011,83,Human health,not reported,Unspecified,Not reported,,TEF,=,1,dimensionless,not reported,not reported
"1,2,3,7,8-PeCDF",EFSA CONTAM,2011,83,Human health,not reported,Unspecified,Not reported,,TEF,=,0.05,dimensionless,not reported,not reported
"1,2,4,5-Tetrathiane",EFSA AFC,2009,2318,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,0.44,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,2,4,5-Tetrathiane",EFSA CEF,2010,2007,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,0.44,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,2,4,5-Tetrathiane",EFSA CEF,2010,2056,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,0.44,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,2,4,5-Tetrathiane",EFSA CEF,2011,2082,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,0.44,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,2,4,5-Tetrathiane",EFSA CEF,2012,2117,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,0.2,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,2,4,5-Tetrathiane",EFSA CEF,2012,2141,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,0.2,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,2,4-Triazole",EFSA,2008,1141,Animal (non-target species) health,reproduction toxicity,Common quail,Not reported,,NOEL,>,316,mg/kg bw/day,not reported,not reported
"1,2,4-Triazole",EFSA,2008,1143,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,1648,mg/kg bw/day,mortality,systemic
"1,2,4-Triazole",EFSA,2010,1250,Animal (non-target species) health,short-term toxicity,Bobwhite quail,oral: feed,,LC50,>,1410,mg/kg bw/day,mortality,systemic
"1,2,4-Triazole",EFSA,2010,1250,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LC50,>,1354,mg/kg bw/day,mortality,systemic
"1,2,4-Triazole",EFSA,2010,1250,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,17,mg/kg bw/day,not reported,reproductive
"1,2,4-Triazole",EFSA,2010,1250,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,30,mg/kg bw/day,not reported,developmental
"1,2,4-Triazole",EFSA,2010,1259,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,17,mg/kg bw/day,not reported,reproductive
"1,2,4-Triazole",EFSA,2010,1259,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,30,mg/kg bw/day,not reported,developmental
"1,2,4-Triazole",EFSA,2011,1277,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,17,mg/kg bw/day,not reported,reproductive
"1,2,4-Triazole",EFSA,2011,1277,Human health,reproduction toxicity,Rat,Not reported,,NOAEL,=,30,mg/kg bw/day,not reported,developmental
"1,2,4-Triazole",EFSA,2014,2542,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,,LC50,>,1000,mg/kg,not reported,
"1,2,4-Triazole",EFSA,2014,2542,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,,NOEC,=,1.8,mg/kg,not reported,
"1,2,4-Triazole",EFSA,2014,2542,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,,NOEC,<=,1,mg/kg,not reported,
"1,2,4-Triazole",EFSA,2014,2542,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,>,100,mg/L,not reported,
"1,2,4-Triazole",EFSA,2014,2542,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,3,EC50,=,8.2,mg/L,biomass,
"1,2,4-Triazole",EFSA,2014,2542,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,=,498,mg/L,mortality,
"1,2,4-Triazole",EFSA,2014,2542,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,28,NOEC,=,3.2,mg/L,other,
"1,2,4-Triazole",EFSA,2018,3113,Human health,chronic/long term toxicity,Rat,Not reported,360,NOAEL,=,6.9,mg/kg bw/day,body weight,systemic
"1,2,4-Triazole",EFSA,2018,3113,Human health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,30,mg/kg bw/day,body weight,systemic
"1,2,4-Trithiolane",EFSA AFC,2009,2318,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,0.44,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,2,4-Trithiolane",EFSA CEF,2010,2007,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,0.44,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,2,4-Trithiolane",EFSA CEF,2010,2056,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,0.44,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,2,4-Trithiolane",EFSA CEF,2011,2082,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,0.44,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,2,4-Trithiolane",EFSA CEF,2012,2117,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,0.2,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,2,4-Trithiolane",EFSA CEF,2012,2141,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,0.2,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA FEEDAP,2018,3070,Ecotox (soil compartment),not reported,not reported,Not reported,,EC10,=,1,mg/kg,no adverse effect observed at single/highest dose,
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA FEEDAP,2018,3070,Ecotox (soil compartment),reproduction toxicity,Earthworm,Not reported,56,NOEC,=,100,mg/kg,mortality,
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA FEEDAP,2018,3070,Ecotox (water compartment),not reported,Scenedesmus subspicatus,Not reported,,EC50,>,100,mg/L,growth,
"1,2-Benzisothiazolin-3-one",EFSA AFC,2007,307,Human health,subchronic,Rat,oral: gavage,90,NOAEL,=,10,mg/kg bw/day,histopathology non neoplastic,systemic
"1,2-Cyclohexanedicarboxylic acid, diisononyl ester",EFSA AFC,2006,330,Human health,subchronic,Rat,Not reported,91,NOAEL,=,100,mg/kg bw/day,clinical chemistry,nephrotoxicity
"1,2-Dimethoxy-4-(prop-1-enyl)-benzene",EFSA CEF,2010,2073,Human health,not reported,Unspecified,Not reported,,NOAEL,=,6,mg/kg bw/day,not reported,not reported
"1,2-Dimethoxy-4-(prop-1-enyl)-benzene",EFSA FEEDAP,2012,155,Animal (target species) health,short-term toxicity,Rat,oral: unspecified,28,NOAEL,=,100,mg/kg bw/day,organ weights,hepatotoxicity
"1,3-Dichloropropene",EFSA,2006,1083,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: feed,,LD50,=,139.8,mg/kg bw,mortality,systemic
"1,3-Dichloropropene",EFSA,2006,1083,Animal (non-target species) health,acute toxicity,Rat,inhalation: unspecified,,LD50,=,2.7,mg/L,mortality,systemic
"1,3-Dichloropropene",EFSA,2006,1083,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,130,mg/kg bw,mortality,systemic
"1,3-Dichloropropene",EFSA,2006,1083,Animal (non-target species) health,chronic/long term toxicity,Mouse,oral: unspecified,730,NOAEL,=,2.5,mg/kg bw/day,not reported,not reported
"1,3-Dichloropropene",EFSA,2006,1083,Animal (non-target species) health,reproduction toxicity,Rabbit,inhalation: unspecified,,NOAEL,=,0.0908,mg/L,not reported,not reported
"1,3-Dichloropropene",EFSA,2006,1083,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LC50,>,1264,mg/kg bw/day,mortality,systemic
"1,3-Dichloropropene",EFSA,2006,1083,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,=,55.6,mg/kg,mortality,
"1,3-Dichloropropene",EFSA,2006,1083,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,56,NOEC,=,770,mg/kg,reproduction,
"1,3-Dichloropropene",EFSA,2006,1083,Ecotox (soil compartment),not reported,Folsomia candida,Not reported,,dose level,=,329000,g/ha,mortality,
"1,3-Dichloropropene",EFSA,2006,1083,Ecotox (water compartment),acute toxicity,Eastern oyster,Not reported,4,EC50,=,0.64,mg/L,mortality,
"1,3-Dichloropropene",EFSA,2006,1083,Ecotox (water compartment),acute toxicity,Sheepshead minnow,Not reported,4,LC50,=,0.87,mg/L,mortality,
"1,3-Dichloropropene",EFSA,2006,1083,Ecotox (water compartment),acute toxicity,Swollen duckweed,Not reported,14,EC50,=,14.56,mg/L,frond number,
"1,3-Dichloropropene",EFSA,2006,1083,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.0701,mg/L,mortality,
"1,3-Dichloropropene",EFSA,2006,1083,Ecotox (water compartment),chronic/long term toxicity,Fathead minnow,Not reported,33,NOEC,=,0.032,mg/L,growth,
"1,3-Dichloropropene",EFSA,2006,1083,Ecotox (water compartment),chronic/long term toxicity,Navicula pelliculosa,Not reported,5,IC50,=,2.35,mg/L,growth,
"1,3-Dichloropropene",EFSA,2006,1083,Human health,chronic/long term toxicity,Mouse,inhalation: unspecified,730,NOAEL,=,4.43,mg/kg bw/day,histopathology neoplastic,systemic
"1,3-Dichloropropene",EFSA,2006,1083,Human health,chronic/long term toxicity,Rat,oral: feed,730,NOAEL,=,2.5,mg/kg bw/day,histopathology neoplastic,systemic
"1,3-Dichloropropene",EFSA,2006,1083,Human health,short-term toxicity,Dog,Not reported,14,NOAEL,=,20,mg/kg bw/day,not reported,not reported
"1,3-Dichloropropene",EFSA,2006,1083,Human health,subchronic,Rat,inhalation: unspecified,90,NOAEL,=,9.72,mg/kg bw/day,histopathology neoplastic,pulmonary and cardiac
"1,3-Dichloropropene",EFSA,2009,1196,Animal (non-target species) health,acute toxicity,Rat,inhalation: unspecified,,LD50,=,2.7,mg/L,mortality,systemic
"1,3-Dichloropropene",EFSA,2009,1196,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,130,mg/kg bw,mortality,systemic
"1,3-Dichloropropene",EFSA,2009,1196,Animal (non-target species) health,chronic/long term toxicity,Rat,oral: unspecified,,NOAEL,=,2.5,mg/kg bw/day,mortality,systemic
"1,3-Dichloropropene",EFSA,2009,1196,Animal (non-target species) health,reproduction toxicity,Rat,inhalation: unspecified,,NOAEL,<,0.0908,mg/L,reproduction,reproductive
"1,3-Dichloropropene",EFSA,2009,1196,Animal (non-target species) health,subchronic,Rat,oral: unspecified,90,NOAEL,=,5,mg/kg bw/day,mortality,systemic
"1,3-Dichloropropene",EFSA,2009,1196,Ecotox (soil compartment),acute toxicity,Honey bee,inhalation: unspecified,2,NOEC,=,115,mg/m³,mortality,
"1,3-Dichloropropene",EFSA,2009,1196,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,=,55.6,mg/kg,mortality,
"1,3-Dichloropropene",EFSA,2009,1196,Ecotox (soil compartment),chronic/long term toxicity,Tiger worm,Not reported,56,NOEC,=,770,mg/kg,reproduction,
"1,3-Dichloropropene",EFSA,2009,1196,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,3.58,mg/L,mortality,
"1,3-Dichloropropene",EFSA,2009,1196,Ecotox (water compartment),acute toxicity,Eastern oyster,Not reported,4,EC50,=,0.64,mg/L,mortality,
"1,3-Dichloropropene",EFSA,2009,1196,Ecotox (water compartment),acute toxicity,Sheepshead minnow,Not reported,4,LC50,=,0.87,mg/L,mortality,
"1,3-Dichloropropene",EFSA,2009,1196,Ecotox (water compartment),acute toxicity,Swollen duckweed,Not reported,14,EC50,=,14.56,mg/L,frond number,
"1,3-Dichloropropene",EFSA,2009,1196,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.0701,mg/L,mortality,
"1,3-Dichloropropene",EFSA,2009,1196,Ecotox (water compartment),chronic/long term toxicity,Fathead minnow,Not reported,33,NOEC,=,0.032,mg/L,growth,
"1,3-Dichloropropene",EFSA,2009,1196,Ecotox (water compartment),chronic/long term toxicity,Navicula pelliculosa,Not reported,5,EC50,=,2.35,mg/L,other,
"1,3-Dichloropropene",EFSA,2009,1196,Human health,chronic/long term toxicity,Mouse,inhalation: unspecified,730,NOAEL,=,7.69,mg/kg bw/week,histopathology non neoplastic,systemic
"1,3-Dichloropropene",EFSA,2009,1196,Human health,chronic/long term toxicity,Rat,oral: feed,730,NOAEL,=,2.5,mg/kg bw/day,histopathology neoplastic,hepatotoxicity
"1,3-Dichloropropene",EFSA,2009,1196,Human health,short-term toxicity,Dog,Not reported,14,NOAEL,=,20,mg/kg bw/day,not reported,not reported
"1,3-Dichloropropene",EFSA,2009,1196,Human health,subchronic,Rat,inhalation: unspecified,91,NOAEL,=,9.72,mg/kg bw/day,histopathology non neoplastic,systemic
"1,3-Dichloropropene",EFSA,2018,3157,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,=,92,mg/kg bw/day,mortality,systemic
"1,3-Dichloropropene",EFSA,2018,3157,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,130,mg/kg bw/day,mortality,systemic
"1,3-Dichloropropene",EFSA,2018,3157,Animal (non-target species) health,chronic/long term toxicity,Rat,oral: feed,730,NOAEL,=,2.5,mg/kg bw/day,histopathology neoplastic,systemic
"1,3-Dichloropropene",EFSA,2018,3157,Animal (non-target species) health,reproduction toxicity,Mallard duck,Not reported,,NOEC,=,36,mg/kg bw/day,not reported,not reported
"1,3-Dichloropropene",EFSA,2018,3157,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LD50,=,1085,mg/kg bw/day,mortality,systemic
"1,3-Dichloropropene",EFSA,2018,3157,Ecotox (soil compartment),chronic/long term toxicity,Folsomia candida,Not reported,,EC10,=,2.5,mg/kg,reproduction,
"1,3-Dichloropropene",EFSA,2018,3157,Ecotox (water compartment),acute toxicity,Eastern oyster,Not reported,4,EC50,=,0.64,mg/L,other,
"1,3-Dichloropropene",EFSA,2018,3157,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,4,EC50,=,5.45,mg/L,growth,
"1,3-Dichloropropene",EFSA,2018,3157,Ecotox (water compartment),acute toxicity,Sheepshead minnow,Not reported,4,LC50,=,0.87,mg/L,mortality,
"1,3-Dichloropropene",EFSA,2018,3157,Ecotox (water compartment),chronic/long term toxicity,Fathead minnow,Not reported,33,NOEC,=,0.0069,mg/L,growth,
"1,3-Dichloropropene",EFSA,2018,3157,Ecotox (water compartment),chronic/long term toxicity,Harlequin fly,Not reported,28,NOEC,=,0.369,mg/L,other,
"1,3-Dimethoxy-benzene",EFSA FEEDAP,2012,155,Animal (target species) health,subchronic,Rat,oral: unspecified,90,NOAEL,=,10,mg/kg bw/day,no adverse effect observed at single/highest dose,
"1,4-Diaminobutane",EFSA,2012,1316,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,463,mg/kg bw,mortality,systemic
"1,4-Dimethylnaphthalene",EFSA,2013,2422,Animal (non-target species) health,acute toxicity,Bobwhite quail,oral: unspecified,,LD50,>,2000,mg/kg bw/day,mortality,systemic
"1,4-Dimethylnaphthalene",EFSA,2013,2422,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,2730,mg/kg bw/day,mortality,systemic
"1,4-Dimethylnaphthalene",EFSA,2013,2422,Animal (non-target species) health,reproduction toxicity,Rabbit,Not reported,,NOAEL,=,80,mg/kg bw/day,body weight,systemic
"1,4-Dimethylnaphthalene",EFSA,2013,2422,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,0.54,mg/L,mobility,
"1,4-Dimethylnaphthalene",EFSA,2013,2422,Ecotox (water compartment),acute toxicity,Pseudokirchneriella subcapitata,Not reported,4,EC50,=,0.32,mg/L,biomass,
"1,4-Dimethylnaphthalene",EFSA,2013,2422,Ecotox (water compartment),acute toxicity,Rainbow trout,Not reported,4,LC50,=,0.67,mg/L,mortality,
"1,4-Dimethylnaphthalene",EFSA,2013,2422,Ecotox (water compartment),acute toxicity,Swollen duckweed,Not reported,7,NOEC,=,0.15,mg/L,frond number,
"1,4-Dimethylnaphthalene",EFSA,2013,2422,Ecotox (water compartment),chronic/long term toxicity,Daphnia magna,Not reported,21,NOEC,=,0.16,mg/L,reproduction,
"1,4-Dimethylnaphthalene",EFSA,2013,2422,Ecotox (water compartment),chronic/long term toxicity,Rainbow trout,Not reported,28,NOEC,=,0.09,mg/L,growth,
"1,4-Dimethylnaphthalene",EFSA,2013,2422,Human health,chronic/long term toxicity,Rat,Not reported,730,NOAEL,=,10,mg/kg bw/day,histopathology non neoplastic,nephrotoxicity
"1,4-Dimethylnaphthalene",EFSA,2013,2422,Human health,subchronic,Rat,oral: unspecified,91,NOAEL,=,32,mg/kg bw/day,body weight,systemic
"1,6-Hexalactam",EFSA AFC,2008,2263,Human health,subchronic,Rat,oral: feed,90,NOEL,=,750,mg/kg bw/day,not reported,not reported
"1,6-Hexalactam",EFSA CEF,2011,2080,Human health,subchronic,Rat,oral: feed,90,NOEL,=,750,mg/kg bw/day,not reported,not reported
"1,8-Cineole",EFSA FEEDAP,2012,2156,Animal (target species) health,short-term toxicity,Mouse,oral: capsule,28,NOAEL,=,562.5,mg/kg bw/day,other,hepatotoxicity
1-(2-Furfurylthio)propanone,EFSA CEF,2010,2051,Human health,subchronic,Rat,oral: gavage,91,NOAEL,=,3,mg/kg bw/day,organ weights,systemic
1-(2-Furfurylthio)propanone,EFSA CEF,2011,2110,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,3.76,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-(Methylthio)ethane-1-thiol,EFSA AFC,2009,2318,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,0.06,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-(Methylthio)ethane-1-thiol,EFSA CEF,2010,2007,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,0.06,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-(Methylthio)ethane-1-thiol,EFSA CEF,2010,2056,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,0.06,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-(Methylthio)ethane-1-thiol,EFSA CEF,2011,2082,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,0.06,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-(Methylthio)ethane-1-thiol,EFSA CEF,2012,2117,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,0.06,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-(Methylthio)ethane-1-thiol,EFSA CEF,2012,2141,Human health,subchronic,Rat,oral: feed,90,NOAEL,=,0.06,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-(Methylthio)pentan-3-one,EFSA AFC,2009,2318,Human health,subchronic,Rat,oral: feed,98,NOAEL,=,250,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-(Methylthio)pentan-3-one,EFSA CEF,2010,2007,Human health,subchronic,Rat,oral: gavage,98,NOAEL,=,250,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-(Methylthio)pentan-3-one,EFSA CEF,2010,2056,Human health,subchronic,Rat,oral: gavage,98,NOAEL,=,250,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-(Methylthio)pentan-3-one,EFSA CEF,2011,2082,Human health,subchronic,Rat,oral: gavage,98,NOAEL,=,250,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-(Methylthio)pentan-3-one,EFSA CEF,2012,2117,Human health,subchronic,Rat,oral: gavage,98,NOAEL,=,250,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-(Methylthio)pentan-3-one,EFSA CEF,2012,2141,Human health,subchronic,Rat,oral: gavage,98,NOAEL,=,250,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-Acetylindole,EFSA AFC,2006,2233,Human health,subchronic,Rat,oral: feed,,NOAEL,=,50,mg/kg bw,no adverse effect observed at single/highest dose,
1-Acetylindole,EFSA AFC,2008,2270,Human health,chronic/long term toxicity,Rat,oral: feed,259,NOAEL,=,50,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-Acetylindole,EFSA CEF,2013,2380,Human health,chronic/long term toxicity,Rat,oral: feed,203,NOAEL,=,50,mg/kg bw/day,no adverse effect observed at single/highest dose,
1-Benzyloxy-1-(2-methoxyethoxy)ethane,EFSA CEF,2011,2078,Human health,chronic/long term toxicity,Rat,Not reported,,NOAEL,=,6,mg/kg bw/day,not reported,not reported
1-Chloro-2-methylpropene,EFSA,2018,3112,Human health,chronic/long term toxicity,Unspecified,Not reported,,BMD05,=,0.6,mg/kg bw/day,not reported,not reported
1-Decanol,EFSA,2010,1234,Animal (non-target species) health,acute toxicity,Mallard duck,oral: unspecified,,LD50,>,4640,mg/kg bw/day,mortality,systemic
1-Decanol,EFSA,2010,1234,Animal (non-target species) health,acute toxicity,Rat,oral: unspecified,,LD50,=,4720,mg/kg bw/day,mortality,systemic
1-Decanol,EFSA,2010,1234,Animal (non-target species) health,short-term toxicity,Mallard duck,oral: feed,,LC50,>,2550.46,mg/kg bw/day,mortality,systemic
1-Decanol,EFSA,2010,1234,Ecotox (soil compartment),acute toxicity,Honey bee,dermal,2,LD50,>,13.8,µg/piece,mortality,
1-Decanol,EFSA,2010,1234,Ecotox (soil compartment),acute toxicity,Maize,Not reported,21,ER50,>=,11600,g/ha,seedling emergence,
1-Decanol,EFSA,2010,1234,Ecotox (soil compartment),acute toxicity,Tiger worm,Not reported,14,LC50,>,627.58,mg/kg,mortality,
1-Decanol,EFSA,2010,1234,Ecotox (water compartment),acute toxicity,Daphnia magna,Not reported,2,EC50,=,1.8,mg/L,mortality,
1-Decanol,EFSA,2010,1234,Ecotox (water compartment),acute toxicity,Fathead minnow,Not reported,4,LC50,=,2.4,mg/L,mortality,
1-Decanol,EFSA,2010,1234,Ecotox (water compartment),acute toxicity,Navicula pelliculosa,Not reported,3,EC50,=,0.73,mg/L,other,
