Substance,Author,Year,OutputID,Assessment,qualfier,value,unit,Population
(S)-campholenyl acetate,EFSA CEF,2014,2561,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-4-Hepten-2-ol,EFSA CEF,2009,2006,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-4-Hepten-2-ol,EFSA CEF,2010,2069,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-4-Hepten-2-ol,EFSA CEF,2012,2143,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-4-Hepten-2-ol,EFSA CEF,2017,2914,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-4-Hepten-2-yl butyrate,EFSA AFC,2005,2060,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-4-Hepten-2-yl butyrate,EFSA AFC,2008,2255,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-4-Hepten-2-yl butyrate,EFSA CEF,2009,2006,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-4-Hepten-2-yl butyrate,EFSA CEF,2010,2069,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-4-Hepten-2-yl butyrate,EFSA CEF,2012,2143,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-4-Hepten-2-yl butyrate,EFSA CEF,2017,2914,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-5-Octen-2-one,EFSA AFC,2008,2255,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
(Z)-5-Octen-2-one,EFSA CEF,2009,2006,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
(Z)-5-Octen-2-one,EFSA CEF,2010,2069,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
(Z)-5-Octen-2-one,EFSA CEF,2012,2143,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
(Z)-5-Octen-2-one,EFSA CEF,2017,2914,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
(Z)-Hept-4-enal,EFSA FEEDAP,2016,2864,MSI/FC,=,11.0000000000,mg/kg,Cats as pet
(Z)-Hept-4-enal,EFSA FEEDAP,2016,2864,MSI/FC,=,21.0000000000,mg/kg,Chicken for egg production
(Z)-Hept-4-enal,EFSA FEEDAP,2016,2864,MSI/FC,=,21.0000000000,mg/kg,Chicken for meat production
(Z)-Hept-4-enal,EFSA FEEDAP,2016,2864,MSI/FC,=,25.0000000000,mg/kg,Pigs - less than 1 year old
(Z)-Hept-4-enal,EFSA FEEDAP,2016,2864,MSI/FC,=,36.0000000000,mg/kg,Cattle for milk production
(Z)-Hept-4-enal,EFSA FEEDAP,2016,2864,MSI/FC,=,38.0000000000,mg/kg,Turkeys for meat production
(Z)-Hept-4-enal,EFSA FEEDAP,2016,2864,MSI/FC,=,42.0000000000,mg/kg,Pigs for meat production
(Z)-Hept-4-enal,EFSA FEEDAP,2016,2864,MSI/FC,=,42.0000000000,mg/kg,Pigs for reproduction
(Z)-Hept-4-enal,EFSA FEEDAP,2016,2864,MSI/FC,=,56.0000000000,mg/kg,Cattle for meat production
(Z)-Hept-4-enal,EFSA FEEDAP,2016,2864,MSI/FC,=,64.0000000000,mg/kg,Cattle for meat production - less than 1 year old
(Z)-Hept-4-enal,EFSA FEEDAP,2016,2864,MSI/FC,=,64.0000000000,mg/kg,Salmons
(Z)-Hept-4-enal,EFSA FEEDAP,2016,2864,MSI/FC,=,67.0000000000,mg/kg,Dogs as pet
(Z)-Hex-3-enyl salicylate,EFSA AFC,2006,2154,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-Hex-3-enyl salicylate,EFSA AFC,2009,2313,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-Hex-3-enyl salicylate,EFSA CEF,2010,2053,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-Hex-3-enyl salicylate,EFSA CEF,2011,2101,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-Hex-3-enyl salicylate,EFSA CEF,2012,2167,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-Nerol,EFSA CEF,2009,2027,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-Nerol,EFSA CEF,2010,2050,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-Nerol,EFSA CEF,2013,2375,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(Z)-Nerol,EFSA FEEDAP,2016,2841,MSI/FC,=,30.0000000000,mg/kg,Cats as pet
(Z)-Nerol,EFSA FEEDAP,2016,2841,MSI/FC,=,57.0000000000,mg/kg,Chicken for egg production
(Z)-Nerol,EFSA FEEDAP,2016,2841,MSI/FC,=,57.0000000000,mg/kg,Chicken for meat production
(Z)-Nerol,EFSA FEEDAP,2016,2841,MSI/FC,=,69.0000000000,mg/kg,Pigs - less than 1 year old
(Z)-Nerol,EFSA FEEDAP,2016,2841,MSI/FC,=,99.0000000000,mg/kg,Cattle for milk production
(Z)-Nerol,EFSA FEEDAP,2016,2841,MSI/FC,=,104.0000000000,mg/kg,Turkeys for meat production
(Z)-Nerol,EFSA FEEDAP,2016,2841,MSI/FC,=,115.0000000000,mg/kg,Pigs for meat production
(Z)-Nerol,EFSA FEEDAP,2016,2841,MSI/FC,=,115.0000000000,mg/kg,Pigs for reproduction
(Z)-Nerol,EFSA FEEDAP,2016,2841,MSI/FC,=,152.0000000000,mg/kg,Cattle for meat production
(Z)-Nerol,EFSA FEEDAP,2016,2841,MSI/FC,=,173.0000000000,mg/kg,Cattle for meat production - less than 1 year old
(Z)-Nerol,EFSA FEEDAP,2016,2841,MSI/FC,=,173.0000000000,mg/kg,Salmons
(Z)-Nerol,EFSA FEEDAP,2016,2841,MSI/FC,=,182.0000000000,mg/kg,Dogs as pet
(Z)-Non-6-en-1-ol,EFSA FEEDAP,2016,2864,MSI/FC,=,11.0000000000,mg/kg,Cats as pet
(Z)-Non-6-en-1-ol,EFSA FEEDAP,2016,2864,MSI/FC,=,21.0000000000,mg/kg,Chicken for egg production
(Z)-Non-6-en-1-ol,EFSA FEEDAP,2016,2864,MSI/FC,=,21.0000000000,mg/kg,Chicken for meat production
(Z)-Non-6-en-1-ol,EFSA FEEDAP,2016,2864,MSI/FC,=,25.0000000000,mg/kg,Pigs - less than 1 year old
(Z)-Non-6-en-1-ol,EFSA FEEDAP,2016,2864,MSI/FC,=,36.0000000000,mg/kg,Cattle for milk production
(Z)-Non-6-en-1-ol,EFSA FEEDAP,2016,2864,MSI/FC,=,38.0000000000,mg/kg,Turkeys for meat production
(Z)-Non-6-en-1-ol,EFSA FEEDAP,2016,2864,MSI/FC,=,42.0000000000,mg/kg,Pigs for meat production
(Z)-Non-6-en-1-ol,EFSA FEEDAP,2016,2864,MSI/FC,=,42.0000000000,mg/kg,Pigs for reproduction
(Z)-Non-6-en-1-ol,EFSA FEEDAP,2016,2864,MSI/FC,=,56.0000000000,mg/kg,Cattle for meat production
(Z)-Non-6-en-1-ol,EFSA FEEDAP,2016,2864,MSI/FC,=,64.0000000000,mg/kg,Cattle for meat production - less than 1 year old
(Z)-Non-6-en-1-ol,EFSA FEEDAP,2016,2864,MSI/FC,=,64.0000000000,mg/kg,Salmons
(Z)-Non-6-en-1-ol,EFSA FEEDAP,2016,2864,MSI/FC,=,67.0000000000,mg/kg,Dogs as pet
"(Z,Z)-Nona-3,6-dien-1-ol",EFSA CEF,2011,2078,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
(l)-Alpha-bisabolol,EFSA CEF,2011,2071,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
(l)-Alpha-bisabolol,EFSA CEF,2015,2656,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
(tetrahydrofuryl)methyl phenylacetate,EFSA AFC,2008,2297,TTC Cramer Class III,=,1.5000000000,µg/kg bw/day,Consumers
({2-[(Ethoxymethyl)(2-ethyl-6-methylphenyl)amino]-2-oxoethyl}sulfinyl)acetic acid,EFSA,2011,1289,ADI,=,0.0036000000,mg/kg bw/day,Consumers
({2-[(Ethoxymethyl)(2-ethyl-6-methylphenyl)amino]-2-oxoethyl}sulfinyl)acetic acid,EFSA,2011,1289,AOEL,=,0.0200000000,mg/kg bw/day,Workers
({2-[(Ethoxymethyl)(2-ethyl-6-methylphenyl)amino]-2-oxoethyl}sulfinyl)acetic acid,EFSA,2011,1289,ARfD,=,1.5000000000,mg/kg bw,Consumers
"1,1'-Ethylidene-bis-L-tryptophan",EFSA FEEDAP,2019,3180,critical study not identified,,,,Consumers
"1,1-Di-(2-methylbutoxy)ethane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-(2-methylbutoxy)ethane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-(2-methylbutoxy)ethane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxy-2-methylpropane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxy-2-methylpropane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxy-2-methylpropane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxy-2-phenylethane",EFSA AFC,2008,2253,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxy-2-phenylethane",EFSA CEF,2009,2010,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxy-3-methylbutane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxy-3-methylbutane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxyethane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxyethane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxyethane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxypentane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxypentane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxypentane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxypropane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxypropane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isobutoxypropane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isopentyloxyethane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isopentyloxyethane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Di-isopentyloxyethane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxy-2-methylbutane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxy-2-methylbutane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxy-2-methylbutane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxy-2-methylpropane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxy-2-methylpropane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxy-2-methylpropane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxy-3,7-dimethyloct-6-ene",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxy-3,7-dimethyloct-6-ene",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxy-3-methylbutane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxy-3-methylbutane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxy-3-methylbutane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxybutane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxybutane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxybutane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxydodecane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxydodecane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxydodecane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyethane",EFSA AFC,2008,2249,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyethane",EFSA CEF,2009,2012,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyethane",EFSA FAF,2020,3381,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyhept-4-ene (cis and trans)",EFSA AFC,2008,2249,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyhept-4-ene (cis and trans)",EFSA CEF,2009,2012,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyhept-4-ene (cis and trans)",EFSA FAF,2020,3381,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyhex-2-ene",EFSA FAF,2020,3381,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyhex-3-ene",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyhex-3-ene",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxynona-2,6-diene",EFSA FAF,2020,3381,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxynonane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxynonane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxynonane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyoctane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyoctane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyoctane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxypentane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxypentane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxypentane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxypropane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxypropane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxypropane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyundecane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyundecane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diethoxyundecane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dihexyloxyethane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dihexyloxyethane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dihexyloxyethane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxy-2-phenylethane",EFSA AFC,2008,2253,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxy-2-phenylethane",EFSA CEF,2009,2010,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxy-2-phenylpropane",EFSA AFC,2008,2244,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxydecane",EFSA AFC,2008,2249,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxydecane",EFSA CEF,2009,2012,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxydecane",EFSA FAF,2020,3381,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyethane",EFSA AFC,2008,2249,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyethane",EFSA CEF,2009,2012,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyethane",EFSA FAF,2020,3381,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyheptane",EFSA AFC,2008,2249,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyheptane",EFSA CEF,2009,2012,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyheptane",EFSA FAF,2020,3381,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyhex-2(trans)-ene",EFSA FAF,2020,3381,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyhexane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyhexane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyhexane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyoctane",EFSA AFC,2008,2249,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyoctane",EFSA CEF,2009,2012,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxyoctane",EFSA FAF,2020,3381,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxypentane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxypentane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxypentane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxypropane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxypropane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethoxypropane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethyl-2-phenethyl acetate",EFSA CEF,2009,2016,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethyl-2-phenethyl butyrate",EFSA CEF,2009,2016,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethyl-3-phenylpropyl acetate",EFSA CEF,2009,2016,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethyl-3-phenylpropyl isobutyrate",EFSA CEF,2009,2016,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethylethyl propionate",EFSA AFC,2006,2232,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethylethyl propionate",EFSA AFC,2009,2314,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethylethyl propionate",EFSA CEF,2011,2071,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"1,1-Dimethylethyl propionate",EFSA CEF,2015,2656,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"1,1-Dipentyloxyethane",EFSA AFC,2004,2023,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dipentyloxyethane",EFSA AFC,2008,2246,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Dipentyloxyethane",EFSA CEF,2011,2109,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diphenethoxyethane",EFSA AFC,2005,2098,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,1-Diphenethoxyethane",EFSA AFC,2009,2304,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,10-Decanediamine",EFSA CEF,2011,442,critical study not identified,,,,Consumers
"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethylnaphthalen-2-ol",EFSA CEF,2011,2071,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethylnaphthalen-2-ol",EFSA CEF,2015,2656,TTC Cramer Class II,=,9.0000000000,µg/kg bw/day,Consumers
"1,2,3-Trimethoxybenzene",EFSA AFC,2007,2237,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,2,3-Trimethoxybenzene",EFSA AFC,2008,2280,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,2,3-Trimethoxybenzene",EFSA CEF,2011,2072,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,2,3-Trimethoxybenzene",EFSA CEF,2011,2115,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,2,3-Trimethoxybenzene",EFSA CEF,2013,2181,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,2,3-Tris([1'-ethoxy]-ethoxy)propane",EFSA CEF,2011,2078,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,2,4-Triazole",EFSA,2010,1250,ADI,=,0.0200000000,mg/kg bw/day,Consumers
"1,2,4-Triazole",EFSA,2010,1250,ARfD,=,0.0600000000,mg/kg bw/day,Consumers
"1,2,4-Triazole",EFSA,2010,1259,ADI,=,0.0200000000,mg/kg bw/day,Consumers
"1,2,4-Triazole",EFSA,2010,1259,ARfD,=,0.0600000000,mg/kg bw/day,Consumers
"1,2,4-Triazole",EFSA,2011,1277,ADI,=,0.0200000000,mg/kg bw/day,Consumers
"1,2,4-Triazole",EFSA,2011,1277,ARfD,=,0.0600000000,mg/kg bw/day,Consumers
"1,2,4-Triazole",EFSA,2014,2436,ADI,=,0.0200000000,mg/kg bw/day,Consumers
"1,2,4-Triazole",EFSA,2014,2436,ARfD,=,0.0600000000,mg/kg bw,Consumers
"1,2,4-Triazole",EFSA,2018,3113,ADI,=,0.0230000000,mg/kg bw/day,Consumers
"1,2,4-Triazole",EFSA,2018,3113,ARfD,=,0.1000000000,mg/kg bw,Consumers
"1,2,5,6-Tetrahydrocuminic acid",EFSA AFC,2008,2286,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,2,5,6-Tetrahydrocuminic acid",EFSA CEF,2012,2130,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,2,5,6-Tetrahydrocuminic acid",EFSA CEF,2013,2376,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,2,5,6-Tetrahydrocuminic acid",EFSA CEF,2014,2561,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA CEF,2012,470,ADI,<=,5.0000000000,mg/kg bw/day,Consumers
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA FEEDAP,2018,3070,ADI (group),=,5.0000000000,mg/kg bw/day,Consumers
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA FEEDAP,2018,3070,MSI/FC,=,100.0000000000,mg/kg,Pigs - less than 1 year old
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA FEEDAP,2018,3070,MSI/FC,=,167.0000000000,mg/kg,Pigs for meat production
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA FEEDAP,2018,3070,MSI/FC,=,250.0000000000,mg/kg,Cattle for meat production - less than 1 year old
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA FEEDAP,2018,3070,PNEC,=,100.0000000000,µg/L,Aquatic compartment
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA FEEDAP,2018,3070,PNEC,=,10000.0000000000,µg/kg,Soil macroorganisms - earthworms
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA FEEDAP,2018,3070,PNEC,=,100000.0000000000,µg/kg,Aquatic compartment
"1,2-Benzisothiazolin-3-one",EFSA AFC,2007,325,critical study not identified,,,,Consumers
"1,2-Bis(triethoxysilyl)ethane",EFSA AFC,2005,335,critical study not identified,,,,Consumers
"1,2-Cyclohexanedicarboxylic acid, diisononyl ester",EFSA AFC,2006,330,TDI,=,1.0000000000,mg/kg bw/day,Consumers
"1,2-Di((1'-ethoxy)-ethoxy)propane",EFSA AFC,2009,2312,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,2-Dihydrolinalool",EFSA AFC,2006,2232,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
"1,2-Dihydrolinalool",EFSA AFC,2009,2314,TTC Cramer Class I,=,30.0000000000,µg/kg bw/day,Consumers
