Substance,Author,Year,OutputID,Genotoxicity
"1,1-Di-(2-methylbutoxy)ethane",EFSA CEF,2011,2109,Negative
"1,1-Di-isobutoxy-2-methylpropane",EFSA AFC,2004,2023,Not determined
"1,1-Di-isobutoxy-2-methylpropane",EFSA AFC,2008,2246,Negative
"1,1-Di-isobutoxy-2-methylpropane",EFSA CEF,2011,2109,Negative
"1,1-Di-isobutoxy-2-phenylethane",EFSA AFC,2008,2253,Not determined
"1,1-Di-isobutoxy-2-phenylethane",EFSA CEF,2009,2010,Not determined
"1,1-Di-isobutoxy-3-methylbutane",EFSA AFC,2008,2246,Negative
"1,1-Di-isobutoxy-3-methylbutane",EFSA CEF,2011,2109,Negative
"1,1-Di-isobutoxyethane",EFSA AFC,2004,2023,Not determined
"1,1-Di-isobutoxyethane",EFSA AFC,2008,2246,Negative
"1,1-Di-isobutoxyethane",EFSA CEF,2011,2109,Negative
"1,1-Di-isobutoxypentane",EFSA AFC,2004,2023,Not determined
"1,1-Di-isobutoxypentane",EFSA AFC,2008,2246,Negative
"1,1-Di-isobutoxypentane",EFSA CEF,2011,2109,Negative
"1,1-Di-isobutoxypropane",EFSA AFC,2004,2023,Not determined
"1,1-Di-isobutoxypropane",EFSA AFC,2008,2246,Negative
"1,1-Di-isobutoxypropane",EFSA CEF,2011,2109,Negative
"1,1-Di-isopentyloxyethane",EFSA AFC,2004,2023,Not determined
"1,1-Di-isopentyloxyethane",EFSA AFC,2008,2246,Negative
"1,1-Di-isopentyloxyethane",EFSA CEF,2011,2109,Negative
"1,1-Dichloro-2,2-bis(p-chlorophenyl) ethylene",EFSA CONTAM,2006,73,Ambiguous
"1,1-Dichloro-2,2-bis(p-chlorophenyl)ethane",EFSA CONTAM,2006,73,Negative
"1,1-Dichloro-2-(o-chlorophenyl)- 2-(p-chlorophenyl)ethane",EFSA CONTAM,2006,73,Negative
"1,1-Diethoxy-2-methylbutane",EFSA AFC,2004,2023,Not determined
"1,1-Diethoxy-2-methylbutane",EFSA AFC,2008,2246,Negative
"1,1-Diethoxy-2-methylbutane",EFSA CEF,2011,2109,Negative
"1,1-Diethoxy-2-methylpropane",EFSA AFC,2004,2023,Not determined
"1,1-Diethoxy-2-methylpropane",EFSA AFC,2008,2246,Negative
"1,1-Diethoxy-2-methylpropane",EFSA CEF,2011,2109,Negative
"1,1-Diethoxy-3,7-dimethyloct-6-ene",EFSA AFC,2008,2246,Negative
"1,1-Diethoxy-3,7-dimethyloct-6-ene",EFSA CEF,2011,2109,Negative
"1,1-Diethoxy-3-methylbutane",EFSA AFC,2004,2023,Not determined
"1,1-Diethoxy-3-methylbutane",EFSA AFC,2008,2246,Negative
"1,1-Diethoxy-3-methylbutane",EFSA CEF,2011,2109,Negative
"1,1-Diethoxybutane",EFSA AFC,2004,2023,Not determined
"1,1-Diethoxybutane",EFSA AFC,2008,2246,Negative
"1,1-Diethoxybutane",EFSA CEF,2011,2109,Negative
"1,1-Diethoxydodecane",EFSA AFC,2004,2023,Not determined
"1,1-Diethoxydodecane",EFSA AFC,2008,2246,Negative
"1,1-Diethoxydodecane",EFSA CEF,2011,2109,Negative
"1,1-Diethoxyethane",EFSA AFC,2008,2249,Negative
"1,1-Diethoxyethane",EFSA CEF,2009,2012,Not determined
"1,1-Diethoxyethane",EFSA FAF,2020,3381,Negative
"1,1-Diethoxyhept-4-ene (cis and trans)",EFSA AFC,2008,2249,Negative
"1,1-Diethoxyhept-4-ene (cis and trans)",EFSA CEF,2009,2012,Not determined
"1,1-Diethoxyhept-4-ene (cis and trans)",EFSA FAF,2020,3381,Negative
"1,1-Diethoxyhex-2-ene",EFSA CEF,2014,2498,Ambiguous
"1,1-Diethoxyhex-2-ene",EFSA CEF,2018,3155,Negative
"1,1-Diethoxyhex-2-ene",EFSA FAF,2020,3381,Negative
"1,1-Diethoxyhex-3-ene",EFSA AFC,2008,2246,Negative
"1,1-Diethoxyhex-3-ene",EFSA CEF,2011,2109,Negative
"1,1-Diethoxynona-2,6-diene",EFSA CEF,2014,2498,Ambiguous
"1,1-Diethoxynona-2,6-diene",EFSA CEF,2018,3155,Negative
"1,1-Diethoxynona-2,6-diene",EFSA FAF,2020,3381,Negative
"1,1-Diethoxynonane",EFSA AFC,2004,2023,Not determined
"1,1-Diethoxynonane",EFSA AFC,2008,2246,Negative
"1,1-Diethoxynonane",EFSA CEF,2011,2109,Negative
"1,1-Diethoxyoctane",EFSA AFC,2004,2023,Not determined
"1,1-Diethoxyoctane",EFSA AFC,2008,2246,Negative
"1,1-Diethoxyoctane",EFSA CEF,2011,2109,Negative
"1,1-Diethoxypentane",EFSA AFC,2004,2023,Not determined
"1,1-Diethoxypentane",EFSA AFC,2008,2246,Negative
"1,1-Diethoxypentane",EFSA CEF,2011,2109,Negative
"1,1-Diethoxypropane",EFSA AFC,2004,2023,Not determined
"1,1-Diethoxypropane",EFSA AFC,2008,2246,Negative
"1,1-Diethoxypropane",EFSA CEF,2011,2109,Negative
"1,1-Diethoxyundecane",EFSA AFC,2004,2023,Not determined
"1,1-Diethoxyundecane",EFSA AFC,2008,2246,Negative
"1,1-Diethoxyundecane",EFSA CEF,2011,2109,Negative
"1,1-Dihexyloxyethane",EFSA AFC,2004,2023,Not determined
"1,1-Dihexyloxyethane",EFSA AFC,2008,2246,Negative
"1,1-Dihexyloxyethane",EFSA CEF,2011,2109,Negative
"1,1-Dimethoxy-2-phenylethane",EFSA AFC,2008,2253,Not determined
"1,1-Dimethoxy-2-phenylethane",EFSA CEF,2009,2010,Not determined
"1,1-Dimethoxy-2-phenylpropane",EFSA AFC,2008,2244,Negative
"1,1-Dimethoxydecane",EFSA AFC,2008,2249,Negative
"1,1-Dimethoxydecane",EFSA CEF,2009,2012,Not determined
"1,1-Dimethoxydecane",EFSA FAF,2020,3381,Negative
"1,1-Dimethoxyethane",EFSA AFC,2008,2249,Negative
"1,1-Dimethoxyethane",EFSA CEF,2009,2012,Not determined
"1,1-Dimethoxyethane",EFSA FAF,2020,3381,Negative
"1,1-Dimethoxyheptane",EFSA AFC,2008,2249,Negative
"1,1-Dimethoxyheptane",EFSA CEF,2009,2012,Not determined
"1,1-Dimethoxyheptane",EFSA FAF,2020,3381,Negative
"1,1-Dimethoxyhex-2(trans)-ene",EFSA CEF,2014,2498,Ambiguous
"1,1-Dimethoxyhex-2(trans)-ene",EFSA CEF,2018,3155,Negative
"1,1-Dimethoxyhex-2(trans)-ene",EFSA FAF,2020,3381,Negative
"1,1-Dimethoxyhexane",EFSA AFC,2004,2023,Not determined
"1,1-Dimethoxyhexane",EFSA AFC,2008,2246,Negative
"1,1-Dimethoxyhexane",EFSA CEF,2011,2109,Negative
"1,1-Dimethoxyoctane",EFSA AFC,2008,2249,Negative
"1,1-Dimethoxyoctane",EFSA CEF,2009,2012,Not determined
"1,1-Dimethoxyoctane",EFSA FAF,2020,3381,Negative
"1,1-Dimethoxypentane",EFSA AFC,2004,2023,Not determined
"1,1-Dimethoxypentane",EFSA AFC,2008,2246,Negative
"1,1-Dimethoxypentane",EFSA CEF,2011,2109,Negative
"1,1-Dimethoxypropane",EFSA AFC,2004,2023,Not determined
"1,1-Dimethoxypropane",EFSA AFC,2008,2246,Negative
"1,1-Dimethoxypropane",EFSA CEF,2011,2109,Negative
"1,1-Dimethyl-2-phenethyl acetate",EFSA CEF,2009,2016,Negative
"1,1-Dimethyl-2-phenethyl butyrate",EFSA CEF,2009,2016,Negative
"1,1-Dimethyl-3-phenylpropyl acetate",EFSA CEF,2009,2016,Not determined
"1,1-Dimethyl-3-phenylpropyl isobutyrate",EFSA CEF,2009,2016,Not determined
"1,1-Dimethylethyl propionate",EFSA AFC,2006,2232,Negative
"1,1-Dimethylethyl propionate",EFSA AFC,2009,2314,Negative
"1,1-Dimethylethyl propionate",EFSA CEF,2011,2071,Negative
"1,1-Dimethylethyl propionate",EFSA CEF,2015,2656,Negative
"1,1-Dipentyloxyethane",EFSA AFC,2004,2023,Not determined
"1,1-Dipentyloxyethane",EFSA AFC,2008,2246,Negative
"1,1-Dipentyloxyethane",EFSA CEF,2011,2109,Negative
"1,1-Diphenethoxyethane",EFSA AFC,2005,2098,Not determined
"1,1-Diphenethoxyethane",EFSA AFC,2009,2304,Negative
"1,1-Propanedithiol",EFSA CEF,2012,2117,Not determined
"1,1-Propanedithiol",EFSA CEF,2012,2141,Not determined
"1,1-bis(Ethylthio)-ethane",EFSA AFC,2009,2318,Not determined
"1,1-bis(Ethylthio)-ethane",EFSA CEF,2010,2007,Not determined
"1,1-bis(Ethylthio)-ethane",EFSA CEF,2010,2056,Not determined
"1,1-bis(Ethylthio)-ethane",EFSA CEF,2011,2082,Not determined
"1,1-bis(Ethylthio)-ethane",EFSA CEF,2012,2117,Not determined
"1,1-bis(Ethylthio)-ethane",EFSA CEF,2012,2141,Not determined
"1,10-Decanediamine",EFSA CEF,2011,442,Negative
"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethylnaphthalen-2-ol",EFSA AFC,2006,2232,Negative
"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethylnaphthalen-2-ol",EFSA AFC,2009,2314,Not determined
"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethylnaphthalen-2-ol",EFSA CEF,2011,2071,Negative
"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethylnaphthalen-2-ol",EFSA CEF,2015,2656,Negative
"1,2,3,4,6,7,8,9-OCDD",EFSA CONTAM,2011,83,No data
"1,2,3,4,6,7,8,9-OCDF",EFSA CONTAM,2011,83,No data
"1,2,3,4,6,7,8-HpCDD",EFSA CONTAM,2011,83,No data
"1,2,3,4,6,7,8-HpCDF",EFSA CONTAM,2011,83,No data
"1,2,3,4,7,8,9-HpCDF",EFSA CONTAM,2011,83,No data
"1,2,3,4,7,8-HxCDD",EFSA CONTAM,2011,83,No data
"1,2,3,4,7,8-HxCDF",EFSA CONTAM,2011,83,No data
"1,2,3,4-Tetrahydro-1,1,6-trimethylnaphthalene",EFSA AFC,2008,2299,Not determined
"1,2,3,4-Tetrahydro-1,1,6-trimethylnaphthalene",EFSA CEF,2010,2039,Not determined
"1,2,3,4-Tetrahydro-1,1,6-trimethylnaphthalene",EFSA CEF,2011,2102,Not determined
"1,2,3,4-Tetrahydro-6-methylquinoline",EFSA AFC,2008,2267,Not determined
"1,2,3,4-Tetrahydronaphthalene-2,6-dicarboxylic acid, dimethyl ester",EFSA CEF,2017,2948,Negative
"1,2,3,6,7,8-HxCDD",EFSA CONTAM,2011,83,No data
"1,2,3,6,7,8-HxCDF",EFSA CONTAM,2011,83,No data
"1,2,3,7,8,9-HxCDD",EFSA CONTAM,2011,83,No data
"1,2,3,7,8,9-HxCDF",EFSA CONTAM,2011,83,No data
"1,2,3,7,8-PeCDD",EFSA CONTAM,2011,83,No data
"1,2,3,7,8-PeCDF",EFSA CONTAM,2011,83,No data
"1,2,3-Trimethoxybenzene",EFSA AFC,2007,2237,Negative
"1,2,3-Trimethoxybenzene",EFSA AFC,2008,2280,Not determined
"1,2,3-Trimethoxybenzene",EFSA CEF,2011,2072,Not determined
"1,2,3-Trimethoxybenzene",EFSA CEF,2011,2115,Not determined
"1,2,3-Trimethoxybenzene",EFSA CEF,2013,2181,Not determined
"1,2,3-Tris([1'-ethoxy]-ethoxy)propane",EFSA AFC,2009,2312,Not determined
"1,2,3-Tris([1'-ethoxy]-ethoxy)propane",EFSA CEF,2011,2078,Negative
"1,2,4,5-Tetrathiane",EFSA AFC,2009,2318,Not determined
"1,2,4,5-Tetrathiane",EFSA CEF,2010,2007,Not determined
"1,2,4,5-Tetrathiane",EFSA CEF,2010,2056,Not determined
"1,2,4,5-Tetrathiane",EFSA CEF,2011,2082,Not determined
"1,2,4,5-Tetrathiane",EFSA CEF,2012,2117,Not determined
"1,2,4,5-Tetrathiane",EFSA CEF,2012,2141,Not determined
"1,2,4-Triazole",EFSA,2008,1141,No data
"1,2,4-Triazole",EFSA,2008,1143,No data
"1,2,4-Triazole",EFSA,2010,1250,No data
"1,2,4-Triazole",EFSA,2010,1259,No data
"1,2,4-Triazole",EFSA,2011,1277,No data
"1,2,4-Triazole",EFSA,2014,2436,No data
"1,2,4-Triazole",EFSA,2014,2542,No data
"1,2,4-Triazole",EFSA,2018,3113,No data
"1,2,4-Trithiolane",EFSA AFC,2009,2318,Not determined
"1,2,4-Trithiolane",EFSA CEF,2010,2007,Not determined
"1,2,4-Trithiolane",EFSA CEF,2010,2056,Not determined
"1,2,4-Trithiolane",EFSA CEF,2011,2082,Not determined
"1,2,4-Trithiolane",EFSA CEF,2012,2117,Not determined
"1,2,4-Trithiolane",EFSA CEF,2012,2141,Not determined
"1,2,5,6-Tetrahydrocuminic acid",EFSA AFC,2008,2286,Not determined
"1,2,5,6-Tetrahydrocuminic acid",EFSA CEF,2012,2130,Not determined
"1,2,5,6-Tetrahydrocuminic acid",EFSA CEF,2013,2376,Not determined
"1,2,5,6-Tetrahydrocuminic acid",EFSA CEF,2014,2561,No data
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA CEF,2012,470,No data
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",EFSA FEEDAP,2018,3070,No data
"1,2-Benzisothiazolin-3-one",EFSA AFC,2007,307,Negative
"1,2-Benzisothiazolin-3-one",EFSA AFC,2007,325,Negative
"1,2-Bis(triethoxysilyl)ethane",EFSA AFC,2005,335,Negative
"1,2-Cyclohexanedicarboxylic acid, diisononyl ester",EFSA AFC,2006,330,Negative
"1,2-Di((1'-ethoxy)-ethoxy)propane",EFSA AFC,2009,2312,Not determined
"1,2-Dihydro-1,1,6-trimethylnaphthalene",EFSA AFC,2008,2299,Not determined
"1,2-Dihydro-1,1,6-trimethylnaphthalene",EFSA CEF,2010,2039,Not determined
"1,2-Dihydro-1,1,6-trimethylnaphthalene",EFSA CEF,2011,2102,Not determined
"1,2-Dihydrolinalool",EFSA AFC,2006,2232,Negative
"1,2-Dihydrolinalool",EFSA AFC,2009,2314,Negative
"1,2-Dihydrolinalool",EFSA CEF,2011,2071,Negative
"1,2-Dihydrolinalool",EFSA CEF,2015,2656,Negative
"1,2-Dimethoxy-4-(prop-1-enyl)-benzene",EFSA,2012,1318,Positive
"1,2-Dimethoxy-4-(prop-1-enyl)-benzene",EFSA CEF,2010,2073,Negative
"1,2-Dimethoxy-4-(prop-1-enyl)-benzene",EFSA FEEDAP,2012,155,Negative
"1,2-Dimethoxy-4-vinylbenzene",EFSA AFC,2008,2245,Negative
"1,2-Dimethoxy-4-vinylbenzene",EFSA CEF,2011,2097,Not determined
"1,2-Dimethoxybenzene",EFSA AFC,2008,2245,Negative
"1,2-Dimethoxybenzene",EFSA CEF,2011,2097,Negative
"1,2-dichloroethane",EFSA,2016,2787,No data
"1,2-dichloroethane",EFSA,2016,2791,No data
"1,3 Propylene glycol",EFSA CONTAM,2012,2163,Negative
"1,3,5-Trioxane",EFSA AFC,2005,335,Negative
"1,3,5-Tris(2,2-dimethylpropanamido)benzene",EFSA AFC,2006,330,Negative
"1,3,5-Tris(2,2-dimethylpropanamido)benzene",EFSA CEF,2013,2332,Negative
"1,3,5-Tris(4-benzoylphenyl) benzene",EFSA AFC,2004,342,Negative
"1,3- bis(isocyanatomethyl)benzene",EFSA CEF,2012,597,Negative
"1,3-Benzenedimethanamine",EFSA CEF,2012,597,Negative
"1,3-Dichloropropene",EFSA,2006,1083,Ambiguous
"1,3-Dichloropropene",EFSA,2009,1196,Ambiguous
"1,3-Dichloropropene",EFSA,2018,3157,Positive
"1,3-Dicyclohexylurea",EFSA,2013,2434,Negative
"1,3-Dimethoxy-benzene",EFSA AFC,2008,2245,Negative
"1,3-Dimethoxy-benzene",EFSA CEF,2011,2097,Negative
"1,3-Dimethoxy-benzene",EFSA FEEDAP,2012,155,Negative
"1,3-Dimethyl-4-methoxybenzene",EFSA AFC,2008,2245,Negative
"1,3-Dimethyl-4-methoxybenzene",EFSA CEF,2011,2097,Not determined
"1,3-Dioxolane",EFSA AFC,2005,335,Negative
"1,3-Diphenylpropan-2-one",EFSA AFC,2008,2287,Not determined
"1,4(8),12-Bisabolatriene",EFSA AFC,2009,2305,Not determined
"1,4(8),12-Bisabolatriene",EFSA CEF,2011,2103,Not determined
"1,4(8),12-Bisabolatriene",EFSA CEF,2015,2635,Not determined
"1,4(8),12-Bisabolatriene",EFSA FEEDAP,2015,2784,Not determined
"1,4-Bis(hydroxymethyl)cyclohexane",EFSA CEF,2013,2330,Negative
"1,4-Butanediol",EFSA AFC,2004,342,Negative
"1,4-Butanediol",EFSA CONTAM,2011,586,Negative
"1,4-Cineole",EFSA AFC,2008,2245,Negative
"1,4-Cineole",EFSA CEF,2011,2097,Not determined
"1,4-Cyclohexanedicarboxylic acid",EFSA CEF,2009,418,Negative
"1,4-Diaminobutane",EFSA,2012,1316,Negative
"1,4-Dimethoxy-benzene",EFSA AFC,2008,2245,Negative
"1,4-Dimethoxy-benzene",EFSA CEF,2011,2097,Negative
"1,4-Dimethoxy-benzene",EFSA FEEDAP,2012,155,Negative
"1,4-Dimethylnaphthalene",EFSA,2013,2422,Negative
"1,4-naphthoquinone",EFSA PPR,2020,3747,Negative
"1,4:3,6-Dianhydrosorbitol",EFSA AFC,2007,329,Negative
"1,4:3,6-Dianhydrosorbitol",EFSA CEF,2013,2330,Negative
"1,5,5,9-Tetramethyl-13-oxatricyclo [8.3.0.0.(4.9)]tridecane",EFSA AFC,2008,2245,Negative
"1,5,5,9-Tetramethyl-13-oxatricyclo [8.3.0.0.(4.9)]tridecane",EFSA CEF,2011,2097,Not determined
"1,6-Hexalactam",EFSA AFC,2008,2263,Not determined
"1,6-Hexalactam",EFSA CEF,2011,2080,Not determined
"1,6-Hexalactam",EFSA CEF,2015,2601,Not determined
"1,7-octadiene",EFSA CEF,2015,2595,Negative
"1,8-Cineole",EFSA AFC,2008,2245,Negative
"1,8-Cineole",EFSA CEF,2011,2097,Negative
"1,8-Cineole",EFSA FEEDAP,2012,2156,Not determined
1- or 3-Hydroxy-5-methyl-2- or 3-hexanone (1-hydroxy-5-methyl-3-hexanone and 3-hydroxy-5-methyl-2-hexanone),EFSA AFC,2008,2239,Not determined
1- or 3-Hydroxy-5-methyl-2- or 3-hexanone (1-hydroxy-5-methyl-3-hexanone and 3-hydroxy-5-methyl-2-hexanone),EFSA CEF,2011,2032,Not determined
1- or 3-Hydroxy-5-methyl-2- or 3-hexanone (1-hydroxy-5-methyl-3-hexanone and 3-hydroxy-5-methyl-2-hexanone),EFSA CEF,2014,2778,Not determined
"1-(2-(1-Chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl)-1H-1,2,4-triazol-5(4H)-one",EFSA,2007,1103,Negative
1-(2-(1-Chlorocyclopropyl)-3-(2-chlorophenyl)-2-hydroxypropyl)-1Hpyrazole-5-sulfonic acid,EFSA,2007,1103,Negative
1-(2-Anilino-6-methyl-4-pyrimidinyl)-2-propanol,EFSA,2017,2965,Negative
1-(2-Furfurylthio)propanone,EFSA CEF,2010,2051,Not determined
1-(2-Furfurylthio)propanone,EFSA CEF,2011,2110,Not determined
1-(2-Furyl)-propan-2-one,EFSA CEF,2010,2052,Not determined
1-(2-Furyl)-propan-2-one,EFSA CEF,2011,2112,Ambiguous
1-(2-Furyl)-propan-2-one,EFSA CEF,2015,2653,Positive
1-(2-Furyl)butan-3-one,EFSA CEF,2010,2052,Not determined
1-(2-Furyl)butan-3-one,EFSA CEF,2011,2112,Ambiguous
1-(2-Furyl)butan-3-one,EFSA CEF,2015,2653,Positive
1-(2-Methylbutoxy)-1-isopentyloxyethane,EFSA AFC,2008,2246,Negative
1-(2-Methylbutoxy)-1-isopentyloxyethane,EFSA CEF,2011,2109,Negative
1-(2-hydroxyethyl)-3-(4-(trifluoromethoxy)phenyl)urea,EFSA,2018,3026,Not determined
"1-(3,5-Dichlorophenyl)urea",EFSA,2016,2894,Negative
"1-(3,5-Dimethoxy-4-hydroxyphenyl)propan-1-one",EFSA AFC,2007,2236,Not determined
"1-(3,5-Dimethoxy-4-hydroxyphenyl)propan-1-one",EFSA CEF,2011,2084,Not determined
1-(3-Hydroxy-5-methyl-2-thienyl)ethanone,EFSA CEF,2009,2036,Not determined
"1-(4,6-Dimethoxypyrimidin-2-yl)-1-[3-(trifluoromethyl)pyridin-2-yl]urea (DTPU)",EFSA,2016,2868,Negative
"1-(4,6-Dimethoxypyrimidin-2-yl)urea (DMPU)",EFSA,2016,2868,Not determined
1-(4-Hydroxy-3-methoxyphenyl)-3-decanone,EFSA AFC,2007,2236,Not determined
1-(4-Hydroxy-3-methoxyphenyl)-3-decanone,EFSA CEF,2011,2084,Not determined
1-(4-Hydroxy-6-methoxypyrimidin-2-yl)-1-[3-(trifluoromethyl)pyridin-2-yl]urea (HTPU),EFSA,2016,2868,Not determined
1-(4-Methoxyphenyl)-4-methylpent-1-en-3-one,EFSA CEF,2014,2482,Ambiguous
1-(4-Methoxyphenyl)-4-methylpent-1-en-3-one,EFSA FAF,2019,3348,Positive
1-(4-Methoxyphenyl)pent-1-en-3-one,EFSA CEF,2014,2482,Ambiguous
1-(4-Methoxyphenyl)pent-1-en-3-one,EFSA FAF,2019,3348,Positive
1-(Methylthio)ethane-1-thiol,EFSA AFC,2009,2318,Not determined
1-(Methylthio)ethane-1-thiol,EFSA CEF,2010,2007,Not determined
1-(Methylthio)ethane-1-thiol,EFSA CEF,2010,2056,Not determined
1-(Methylthio)ethane-1-thiol,EFSA CEF,2011,2082,Not determined
1-(Methylthio)ethane-1-thiol,EFSA CEF,2012,2117,Not determined
1-(Methylthio)ethane-1-thiol,EFSA CEF,2012,2141,Not determined
1-(Methylthio)pentan-3-one,EFSA AFC,2009,2318,Not determined
1-(Methylthio)pentan-3-one,EFSA CEF,2010,2007,Not determined
1-(Methylthio)pentan-3-one,EFSA CEF,2010,2056,Not determined
1-(Methylthio)pentan-3-one,EFSA CEF,2011,2082,Not determined
1-(Methylthio)pentan-3-one,EFSA CEF,2012,2117,Not determined
1-(Methylthio)pentan-3-one,EFSA CEF,2012,2141,Not determined
1-(p-Tolyl)ethan-1-ol,EFSA AFC,2008,2287,Not determined
1-Acetylindole,EFSA AFC,2006,2233,Not determined
1-Acetylindole,EFSA AFC,2008,2270,Not determined
1-Acetylindole,EFSA CEF,2013,2380,Not determined
1-Benzyloxy-1-(2-methoxyethoxy)ethane,EFSA AFC,2008,2281,Negative
1-Benzyloxy-1-(2-methoxyethoxy)ethane,EFSA CEF,2009,2011,Negative
1-Benzyloxy-1-(2-methoxyethoxy)ethane,EFSA CEF,2011,2078,Negative
1-Butoxy-1-(2-methylbutoxy)ethane,EFSA AFC,2004,2023,Not determined
1-Butoxy-1-(2-methylbutoxy)ethane,EFSA AFC,2008,2246,Negative
1-Butoxy-1-(2-methylbutoxy)ethane,EFSA CEF,2011,2109,Negative
1-Butoxy-1-(2-phenylethoxy)ethane,EFSA AFC,2008,2253,Not determined
1-Butoxy-1-(2-phenylethoxy)ethane,EFSA CEF,2009,2010,Not determined
1-Butoxy-1-ethoxyethane,EFSA AFC,2004,2023,Not determined
1-Butoxy-1-ethoxyethane,EFSA AFC,2008,2246,Negative
1-Butoxy-1-ethoxyethane,EFSA CEF,2011,2109,Negative
1-Butoxy-1-isopentyloxyethane,EFSA AFC,2008,2246,Negative
1-Butoxy-1-isopentyloxyethane,EFSA CEF,2011,2109,Negative
1-Chloro-2-methylpropene,EFSA,2018,3112,Positive
1-Decanol,EFSA,2010,1234,Negative
1-Decanol formulation,EFSA,2010,1234,No data
1-Ethoxy-1-(2-methylbutoxy)ethane,EFSA AFC,2004,2023,Not determined
1-Ethoxy-1-(2-methylbutoxy)ethane,EFSA AFC,2008,2246,Negative
1-Ethoxy-1-(2-methylbutoxy)ethane,EFSA CEF,2011,2109,Negative
1-Ethoxy-1-(2-phenylethoxy)ethane,EFSA AFC,2005,2098,Not determined
1-Ethoxy-1-(2-phenylethoxy)ethane,EFSA AFC,2009,2304,Negative
1-Ethoxy-1-(3-hexenyloxy)ethane,EFSA AFC,2008,2249,Negative
1-Ethoxy-1-(3-hexenyloxy)ethane,EFSA CEF,2009,2012,Not determined
1-Ethoxy-1-(3-hexenyloxy)ethane,EFSA CEF,2011,2078,Negative
1-Ethoxy-1-(3-hexenyloxy)ethane,EFSA FAF,2020,3381,Negative
1-Ethoxy-1-(3-hexenyloxy)ethane,EFSA FEEDAP,2016,2864,Not determined
1-Ethoxy-1-(3-methylbutoxy)-3-methylbutane,EFSA AFC,2004,2023,Not determined
1-Ethoxy-1-(3-methylbutoxy)-3-methylbutane,EFSA AFC,2008,2246,Negative
1-Ethoxy-1-(3-methylbutoxy)-3-methylbutane,EFSA CEF,2011,2109,Negative
1-Ethoxy-1-hexyloxyethane,EFSA AFC,2004,2023,Not determined
1-Ethoxy-1-hexyloxyethane,EFSA AFC,2008,2246,Negative
1-Ethoxy-1-hexyloxyethane,EFSA CEF,2011,2109,Negative
1-Ethoxy-1-isopentyloxyethane,EFSA AFC,2004,2023,Not determined
1-Ethoxy-1-isopentyloxyethane,EFSA AFC,2008,2246,Negative
1-Ethoxy-1-isopentyloxyethane,EFSA CEF,2011,2109,Negative
1-Ethoxy-1-methoxyethane,EFSA AFC,2004,2023,Not determined
1-Ethoxy-1-methoxyethane,EFSA AFC,2008,2246,Negative
1-Ethoxy-1-methoxyethane,EFSA CEF,2011,2109,Negative
1-Ethoxy-1-methoxypropane,EFSA AFC,2004,2023,Not determined
1-Ethoxy-1-methoxypropane,EFSA AFC,2008,2246,Negative
1-Ethoxy-1-methoxypropane,EFSA CEF,2011,2109,Negative
1-Ethoxy-1-pentyloxybutane,EFSA AFC,2004,2023,Not determined
1-Ethoxy-1-pentyloxybutane,EFSA AFC,2008,2246,Negative
1-Ethoxy-1-pentyloxybutane,EFSA CEF,2011,2109,Negative
1-Ethoxy-1-pentyloxyethane,EFSA AFC,2004,2023,Not determined
1-Ethoxy-1-pentyloxyethane,EFSA AFC,2008,2246,Negative
1-Ethoxy-1-pentyloxyethane,EFSA CEF,2011,2109,Negative
1-Ethoxy-1-propoxyethane,EFSA AFC,2004,2023,Not determined
1-Ethoxy-1-propoxyethane,EFSA AFC,2008,2246,Negative
1-Ethoxy-1-propoxyethane,EFSA CEF,2011,2109,Negative
1-Ethoxy-2-methoxy-4-(prop-1-enyl)benzene,EFSA CEF,2010,2073,Negative
1-Ethoxy-2-methoxybenzene,EFSA AFC,2007,2237,Negative
1-Ethoxy-2-methoxybenzene,EFSA AFC,2008,2280,Not determined
1-Ethoxy-2-methoxybenzene,EFSA CEF,2011,2072,Not determined
1-Ethoxy-2-methoxybenzene,EFSA CEF,2011,2115,Not determined
1-Ethoxy-2-methoxybenzene,EFSA CEF,2013,2181,Not determined
1-Ethoxy-2-methyl-1-isopentyloxypropane,EFSA AFC,2008,2246,Negative
1-Ethoxy-2-methyl-1-isopentyloxypropane,EFSA CEF,2011,2109,Negative
1-Ethoxy-2-methyl-1-propoxypropane,EFSA AFC,2004,2023,Not determined
1-Ethoxy-2-methyl-1-propoxypropane,EFSA AFC,2008,2246,Negative
1-Ethoxy-2-methyl-1-propoxypropane,EFSA CEF,2011,2109,Negative
1-Ethoxy-4-methoxybenzene,EFSA AFC,2007,2237,Negative
1-Ethoxy-4-methoxybenzene,EFSA AFC,2008,2280,Not determined
1-Ethoxy-4-methoxybenzene,EFSA CEF,2011,2072,Not determined
1-Ethoxy-4-methoxybenzene,EFSA CEF,2011,2115,Not determined
1-Ethoxy-4-methoxybenzene,EFSA CEF,2013,2181,Not determined
1-Ethoxyethyl acetate,EFSA AFC,2008,2246,Negative
1-Ethoxyethyl acetate,EFSA CEF,2011,2109,Negative
